22.7004764716	6.5338827149
24.4138043681	7.97103742112
23.974276163	6.97680603254
22.9041586306	5.67229019505
23.0869302035	5.28501609644
24.6158966991	5.83677785589
25.9266019603	6.55969060614
28.012297782	7.686808396
29.457241342	8.80009388407
30.3849639212	9.5161040675
31.5658823008	10.58273169
32.247110358	11.4673617839
-5000	5000
31.5389691243	12.8533321019
29.4642774091	13.1730190855
26.9087435863	13.6070562635
25.2136122235	14.0375589383
24.0780611657	14.3167857199
23.0776155864	14.8869239218
21.7482912175	15.4431942145
20.186170273	16.2205822458
17.9838096854	16.4033320134
15.5533819277	17.0588681068
12.0168376761	17.3379302106
7.76909195811	17.6823857812
2.68946662408	17.12573337
-2.65873989003	16.0359602493
-7.82977604715	14.3739084516
-12.4320490992	12.33402228
-16.9701322862	10.3689696981
-20.4460508425	8.07403082882
-23.4957243203	5.57340363178
-26.0180447095	3.03713255418
-28.1583229078	0.507234312413
-30.21271247	-2.35775359484
-5000	5000
-5000	5000
-5000	5000
-5000	5000
-29.0525541124	-17.5563122633
-26.8885154107	-20.8086431977
-25.6660519162	-23.2834993493
-24.9981371481	-24.7845767829
-24.3673735407	-26.3388403295
-23.157094551	-27.6644899439
-21.6061789778	-28.6766021781
-19.8868363124	-29.6607624153
-17.543674015	-30.2535334274
-15.1400622801	-30.9783196734
-12.2897023141	-31.0970366379
-9.45940442998	-31.0685446225
-6.35058151702	-31.1633946579
-2.93949308483	-30.7766681696
0.946817303611	-29.6207551555
4.70014990853	-28.9309724709
8.42923122225	-27.1145443948
12.3251451255	-25.4037708243
16.0041274594	-22.7995876344
19.430592492	-19.8268926488
22.6092751136	-16.7669190358
25.433497011	-13.2137193445
27.677444606	-9.72755322978
29.2671771594	-5.64540750092
-5000	5000
-5000	5000
29.9598460083	6.45487299941
27.3673842397	10.5227132605
21.447978145	14.0201540982
20.3793661415	17.5379840002
19.3466663128	20.8716062015
17.8753739331	23.4929303816
16.3590732224	26.1034250049
14.0343951222	28.5640683795
11.5038350891	30.7775287815
8.51491708913	32.3698088659
5.34321029642	33.8470600555
1.81536498386	34.4608660252
-2.02090237295	35.1986761559
-5000	5000
-10.4399878833	34.5985396439
-14.5625601068	32.6920576902
-19.2367314697	31.3483049631
